Problem,nVars,maxVars,nAPIs,time,iaTime,testingTime,usCoreTime,parsingTime,decompositionTime,miniSATTime,miniSATVars,miniSATClauses,miniSATCalls,raSATClauses,decomposedLearnedClauses,UNSATLearnedClauses,unknownLearnedClauses,result,raSATResult,EQ,NEQ
meti-tarski/CMOS/CMOS-opamp-chunk-0181.minismt.smt2,3,2,4,0.007999,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0008.minismt.smt2,3,2,4,900.000722997,10.638556,121.51387,0.0,1.462935,4.18576,1.300958,3041444.0,0.0,868984.0,434492.0,0.0,0.0,434492.0,sat,unknown,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0195.minismt.smt2,3,2,8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,2.0,0.0,2.0,0.0,unsat,unsat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0326.smt2,3,2,7,900.000036999,85.717848,129.725335,0.0,2.549803,2.492762,0.805926,3268863.0,0.0,726415.0,363207.0,0.0,0.0,363207.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0220.smt2,3,2,7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,2.0,0.0,2.0,0.0,unsat,unsat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0165.smt2,3,2,8,900.002273,89.143044,101.48669,0.0,0.744924,2.218678,0.344961,2917320.0,0.0,583465.0,291732.0,0.0,0.0,291732.0,unsat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0143.minismt.smt2,3,2,8,900.000573998,34.068447,160.50193,0.0,0.679954,3.61278,0.343978,4510099.0,0.0,820019.0,410009.0,0.0,0.0,410009.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0163.minismt.smt2,3,2,8,900.000633,84.031523,101.560337,0.0,0.508942,2.455662,0.316964,2914210.0,0.0,582842.0,291421.0,0.0,0.0,291421.0,sat,unknown,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0277.minismt.smt2,3,2,9,900.001402998,32.393547,160.754336,0.0,0.731948,3.368769,0.362977,4850196.0,0.0,808367.0,404183.0,0.0,0.0,404183.0,unsat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0114.minismt.smt2,3,2,7,900.001184993,17.900232,108.46992,0.0,2.140909,3.06679,0.557981,5726600.0,0.0,1145321.0,572660.0,0.0,0.0,572660.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0296.minismt.smt2,3,2,7,900.000565989,26.13814,155.0441,0.0,3.421731,3.785691,0.50097,9704450.0,0.0,1940890.0,970445.0,0.0,0.0,970445.0,sat,unknown,0,0
